header,type,class,mechanism,group,snp
MEG_7338|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,
MEG_7594|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,Drugs,Glycopeptides,VanA-type accessory protein,VANYA,
MEG_7357|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,
MEG_7447|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,Drugs,Glycopeptides,VanN-type resistance protein,VANN,
MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,Drugs,Glycopeptides,VanA-type accessory protein,VANZA,
MEG_7414|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,Drugs,Glycopeptides,VanB-type resistance protein,VANHB,
MEG_7547|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,Drugs,Glycopeptides,VanA-type resistance protein,VANXA,
MEG_7605|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,Drugs,Glycopeptides,VanD-type accessory protein,VANYD,
MEG_7468|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,
MEG_7464|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,
MEG_7569|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,Drugs,Glycopeptides,VanD-type resistance protein,VANXD,
MEG_7438|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,
MEG_7458|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,
MEG_7525|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,Drugs,Glycopeptides,VanC-type resistance protein,VANTC,
MEG_7477|Drugs|Glycopeptides|VanD-type_regulator|VANRD,Drugs,Glycopeptides,VanD-type regulator,VANRD,
MEG_1461|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLM,Drugs,Glycopeptides,Bleomycin resistance protein,BLM,
MEG_7530|Drugs|Glycopeptides|VanE-type_resistance_protein|VANTE,Drugs,Glycopeptides,VanE-type resistance protein,VANTE,
MEG_7420|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,
MEG_7451|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,
MEG_1462|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLM,Drugs,Glycopeptides,Bleomycin resistance protein,BLM,
MEG_7490|Drugs|Glycopeptides|VanB-type_regulator|VANSB,Drugs,Glycopeptides,VanB-type regulator,VANSB,
MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,
MEG_7543|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG,Drugs,Glycopeptides,VanG-type accessory protein,VANWG,
MEG_7450|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,
MEG_7422|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,
MEG_7341|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,
MEG_7371|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,
MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,Drugs,Glycopeptides,VanG-type resistance protein,VANG,
MEG_7255|Drugs|Glycopeptides|Bleomycin_resistance_protein|TLMB,Drugs,Glycopeptides,Bleomycin resistance protein,TLMB,
MEG_7610|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,Drugs,Glycopeptides,VanF-type accessory protein,VANYF,
MEG_7456|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,
MEG_7615|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,Drugs,Glycopeptides,VanA-type accessory protein,VANZA,
MEG_7391|Drugs|Glycopeptides|VanE-type_resistance_protein|VANE,Drugs,Glycopeptides,VanE-type resistance protein,VANE,
MEG_7444|Drugs|Glycopeptides|VanL-type_resistance_protein|VANL,Drugs,Glycopeptides,VanL-type resistance protein,VANL,
MEG_7372|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,
MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,Drugs,Glycopeptides,Bleomycin resistance protein,BRP,
MEG_7491|Drugs|Glycopeptides|VanB-type_regulator|VANSB,Drugs,Glycopeptides,VanB-type regulator,VANSB,
MEG_1465|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,Biocides,Polyamine resistance,Spermine/spermidine acetyltransferase,BLTD,
MEG_1466|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,Biocides,Polyamine resistance,Spermine/spermidine acetyltransferase,BLTD,
MEG_1487|Metals|Cadmium_resistance|Cadmium_resistance_regulator|CADR,Metals,Cadmium resistance,Cadmium resistance regulator,CADR,
MEG_11396|Metals|Cadmium_resistance|Cadmium_resistance_chaperone|HSCC,Metals,Cadmium resistance,Cadmium resistance chaperone,HSCC,
MEG_2917|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_2113|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CPT,Drugs,Phenicol,Chloramphenicol phosphotransferase,CPT,
MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_8020|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CML,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CML,
MEG_1758|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_2928|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_2864|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,Drugs,Phenicol,Chloramphenicol hydrolase,ESTD,
MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1592|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1586|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1756|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_2926|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1775|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLB,
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,DHAP,
MEG_1754|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_2906|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FEXB,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FEXB,
MEG_2931|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1767|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1582|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1562|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_2919|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_2920|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_8021|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CML,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CML,
MEG_1769|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1552|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_1757|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLR,
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,Biocides,Biguanide resistance,Biguanide cation efflux,CEPAB,
MEG_1655|Metals|Chromium_resistance|Chromate_ABC_efflux_pump|CEUE,Metals,Chromium resistance,Chromate ABC efflux pump,CEUE,
MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1706|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1707|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1708|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1710|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,Metals,Chromium resistance,Chromium resistance protein,CHRB1,
MEG_1711|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,Metals,Chromium resistance,Chromium resistance protein,CHRB1,
MEG_1713|Metals|Chromium_resistance|Chromium_resistance_protein|CHRC,Metals,Chromium resistance,Chromium resistance protein,CHRC,
MEG_1714|Metals|Chromium_resistance|Chromium_resistance_protein|CHRE,Metals,Chromium resistance,Chromium resistance protein,CHRE,
MEG_1715|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRF,Metals,Chromium resistance,Chromium resistance regulator,CHRF,
MEG_1716|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRI,Metals,Chromium resistance,Chromium resistance regulator,CHRI,
MEG_1717|Metals|Chromium_resistance|Chromium_resistance_protein|CHRR,Metals,Chromium resistance,Chromium resistance protein,CHRR,
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,Metals,Chromium resistance,Chromium resistance protein,NFSA,
MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG,Metals,Chromium resistance,Chromium resistance protein,RECG,
MEG_6562|Metals|Chromium_resistance|Chromium_resistance_protein|SRPCC,Metals,Chromium resistance,Chromium resistance protein,SRPCC,
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,Drugs,MLS,Lincosamide nucleotidyltransferases,LNUC,
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR,Drugs,MLS,ABC-F ATPase ribosomal protection protein,CPLR,
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,
MEG_2845|Drugs|MLS|23S_rRNA_methyltransferases|ERMS,Drugs,MLS,23S rRNA methyltransferases,ERMS,
MEG_7628|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,Drugs,MLS,Streptogramin A O-acetyltransferase,VATE,
MEG_8243|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFD,Drugs,MLS,MLS resistance MFS efflux pumps,MEFD,
MEG_3139|Drugs|MLS|Macrolide_glycosyltransferases|GIMA,Drugs,MLS,Macrolide glycosyltransferases,GIMA,
MEG_2850|Drugs|MLS|23S_rRNA_methyltransferases|ERMU,Drugs,MLS,23S rRNA methyltransferases,ERMU,
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,Drugs,MLS,MLS resistance MFS efflux pumps,MEFA,
MEG_11353|Drugs|MLS|Macrolide_esterases|ESTX,Drugs,MLS,Macrolide esterases,ESTX,
MEG_9992|Drugs|MLS|23S_rRNA_methyltransferases|CFR,Drugs,MLS,23S rRNA methyltransferases,CFR,
MEG_11507|Drugs|MLS|23S_rRNA_methyltransferases|ERM,Drugs,MLS,23S rRNA methyltransferases,ERM,
MEG_2819|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,Drugs,MLS,23S rRNA methyltransferases,ERMC,
MEG_1680|Drugs|MLS|23S_rRNA_methyltransferases|CFR,Drugs,MLS,23S rRNA methyltransferases,CFR,
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,Drugs,MLS,MLS resistance ABC efflux pumps,MSRC,
MEG_2747|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,Drugs,MLS,23S rRNA methyltransferases,ERMG,
MEG_2765|Drugs|MLS|23S_rRNA_methyltransferases|ERM,Drugs,MLS,23S rRNA methyltransferases,ERM,
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,Drugs,MLS,23S rRNA methyltransferases,ERMG,
MEG_7691|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,Drugs,MLS,Streptogramin B ester bond cleavage,VGBA,
MEG_11350|Drugs|MLS|Macrolide_esterases|ESTX,Drugs,MLS,Macrolide esterases,ESTX,
MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,
MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,Drugs,MLS,Lincosamide nucleotidyltransferases,LNUA,
MEG_11352|Drugs|MLS|Macrolide_esterases|ESTX,Drugs,MLS,Macrolide esterases,ESTX,
MEG_2743|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,Drugs,MLS,MLS resistance MFS efflux pumps,MEFA,
MEG_11398|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNU,Drugs,MLS,Lincosamide nucleotidyltransferases,LNU,
MEG_2839|Drugs|MLS|23S_rRNA_methyltransferases|ERMO,Drugs,MLS,23S rRNA methyltransferases,ERMO,
MEG_3615|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,Drugs,MLS,Lincosamide nucleotidyltransferases,LNUF,
MEG_3616|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,Drugs,MLS,Lincosamide nucleotidyltransferases,LNUF,
MEG_4045|Drugs|MLS|Macrolide_phosphotransferases|MPHG,Drugs,MLS,Macrolide phosphotransferases,MPHG,
MEG_4278|Drugs|MLS|Macrolide_glycosyltransferases|OLEI,Drugs,MLS,Macrolide glycosyltransferases,OLEI,
MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,Drugs,MLS,23S rRNA methyltransferases,ERMC,
MEG_2755|Drugs|MLS|23S_rRNA_methyltransferases|ERM,Drugs,MLS,23S rRNA methyltransferases,ERM,
MEG_2756|Drugs|MLS|23S_rRNA_methyltransferases|ERM,Drugs,MLS,23S rRNA methyltransferases,ERM,
MEG_3806|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,Drugs,MLS,MLS resistance MFS efflux pumps,MEFA,
MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,Drugs,MLS,MLS resistance MFS efflux pumps,MEFA,
MEG_8259|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRG,Drugs,MLS,MLS resistance ABC efflux pumps,MSRG,
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,Metals,Sodium resistance,Sodium resistance protein,CHAA,
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,Metals,Sodium resistance,Sodium resistance protein,NHAA,
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,Metals,Sodium resistance,Sodium resistance protein,NHAB,
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,Metals,Sodium resistance,Sodium resistance protein,NHAB,
MEG_2096|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|CORT,Metals,Cobalt resistance,Cobalt transporting ATPase,CORT,
MEG_4165|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|NHLF,Metals,Cobalt resistance,Cobalt transporting ATPase,NHLF,
MEG_5905|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_8654|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6002|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5968|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_9994|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA,Drugs,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,
MEG_5945|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5861|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,Drugs,Fluoroquinolones,Quinolone active efflux,QEPA,
MEG_5869|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA,
MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_5997|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5956|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5929|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5995|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_8658|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRVC,
MEG_5936|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_8657|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRE,
MEG_5955|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_11236|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRE,
MEG_5928|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6016|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRE,
MEG_5922|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5950|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5884|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5891|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_9964|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_5918|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5971|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5901|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5892|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_11230|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA,
MEG_5975|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5873|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA,
MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5953|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5994|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6034|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRVC,
MEG_5957|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_11254|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2549|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2508|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2550|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2576|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,Drugs,Trimethoprim,Dihydrofolate reductase,DFRD,
