header,type,class,mechanism,group,snp
MEG_7446|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,Drugs,Glycopeptides,VanN-type resistance protein,VANN,
MEG_7503|Drugs|Glycopeptides|VanC-type_regulator|VANSC,Drugs,Glycopeptides,VanC-type regulator,VANSC,
MEG_7345|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,
MEG_7592|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,Drugs,Glycopeptides,VanA-type accessory protein,VANYA,
MEG_7545|Drugs|Glycopeptides|VanI-type_accessory_protein|VANWI,Drugs,Glycopeptides,VanI-type accessory protein,VANWI,
MEG_7483|Drugs|Glycopeptides|VanL-type_regulator|VANRL,Drugs,Glycopeptides,VanL-type regulator,VANRL,
MEG_7400|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,
MEG_7611|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,Drugs,Glycopeptides,VanF-type accessory protein,VANYF,
MEG_7593|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,Drugs,Glycopeptides,VanA-type accessory protein,VANYA,
MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,Drugs,Glycopeptides,VanD-type regulator,VANSD,
MEG_7459|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,
MEG_7475|Drugs|Glycopeptides|VanD-type_regulator|VANRD,Drugs,Glycopeptides,VanD-type regulator,VANRD,
MEG_7579|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,Drugs,Glycopeptides,VanC-type resistance protein,VANXYC,
MEG_7537|Drugs|Glycopeptides|VanA-type_accessory_protein|VANWA,Drugs,Glycopeptides,VanA-type accessory protein,VANWA,
MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,
MEG_7343|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,
MEG_7539|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,Drugs,Glycopeptides,VanB-type accessory protein,VANWB,
MEG_7559|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,Drugs,Glycopeptides,VanB-type resistance protein,VANXB,
MEG_7533|Drugs|Glycopeptides|VanL-type_resistance_protein|VANTML,Drugs,Glycopeptides,VanL-type resistance protein,VANTML,
MEG_7555|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,Drugs,Glycopeptides,VanA-type resistance protein,VANXA,
MEG_7440|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,Drugs,Glycopeptides,VanI-type resistance protein,VANI,
MEG_7550|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,Drugs,Glycopeptides,VanA-type resistance protein,VANXA,
MEG_7412|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,
MEG_7547|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,Drugs,Glycopeptides,VanA-type resistance protein,VANXA,
MEG_7560|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,Drugs,Glycopeptides,VanB-type resistance protein,VANXB,
MEG_7498|Drugs|Glycopeptides|VanC-type_regulator|VANSC,Drugs,Glycopeptides,VanC-type regulator,VANSC,
MEG_7494|Drugs|Glycopeptides|VanB-type_regulator|VANSB,Drugs,Glycopeptides,VanB-type regulator,VANSB,
MEG_7590|Drugs|Glycopeptides|VanL-type_resistance_protein|VANXYL,Drugs,Glycopeptides,VanL-type resistance protein,VANXYL,
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,
MEG_7604|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,Drugs,Glycopeptides,VanD-type accessory protein,VANYD,
MEG_7578|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,Drugs,Glycopeptides,VanC-type resistance protein,VANXYC,
MEG_7434|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,
MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,
MEG_7531|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,Drugs,Glycopeptides,VanG-type resistance protein,VANTG,
MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,Drugs,Glycopeptides,VanA-type accessory protein,VANZA,
MEG_1465|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,Biocides,Polyamine resistance,Spermine/spermidine acetyltransferase,BLTD,
MEG_1466|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,Biocides,Polyamine resistance,Spermine/spermidine acetyltransferase,BLTD,
MEG_1487|Metals|Cadmium_resistance|Cadmium_resistance_regulator|CADR,Metals,Cadmium resistance,Cadmium resistance regulator,CADR,
MEG_11396|Metals|Cadmium_resistance|Cadmium_resistance_chaperone|HSCC,Metals,Cadmium resistance,Cadmium resistance chaperone,HSCC,
MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1582|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1761|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1568|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_2906|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FEXB,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FEXB,
MEG_1771|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1773|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1571|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1556|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1548|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_1583|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1561|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_8021|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CML,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CML,
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1775|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLB,
MEG_1783|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMX,
MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1586|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,DHAP,
MEG_2114|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CPT,Drugs,Phenicol,Chloramphenicol phosphotransferase,CPT,
MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CAT,
MEG_1576|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_2927|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_2931|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_8014|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATT,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATT,
MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1777|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CMLV,Drugs,Phenicol,Chloramphenicol phosphotransferase,CMLV,
MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLR,
MEG_1765|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1763|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,CMLA,
MEG_1589|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_2916|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,Drugs,Phenicol,Phenicol resistance MFS efflux pumps,FLOR,
MEG_1588|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATA,
MEG_1633|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATS,Drugs,Phenicol,Chloramphenicol acetyltransferases,CATS,
MEG_1652|Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB,Biocides,Biguanide resistance,Biguanide cation efflux,CEPAB,
MEG_1655|Metals|Chromium_resistance|Chromate_ABC_efflux_pump|CEUE,Metals,Chromium resistance,Chromate ABC efflux pump,CEUE,
MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1706|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1707|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1708|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,Metals,Chromium resistance,Chromium resistance protein,CHRA,
MEG_1710|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,Metals,Chromium resistance,Chromium resistance protein,CHRB1,
MEG_1711|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,Metals,Chromium resistance,Chromium resistance protein,CHRB1,
MEG_1713|Metals|Chromium_resistance|Chromium_resistance_protein|CHRC,Metals,Chromium resistance,Chromium resistance protein,CHRC,
MEG_1714|Metals|Chromium_resistance|Chromium_resistance_protein|CHRE,Metals,Chromium resistance,Chromium resistance protein,CHRE,
MEG_1715|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRF,Metals,Chromium resistance,Chromium resistance regulator,CHRF,
MEG_1716|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRI,Metals,Chromium resistance,Chromium resistance regulator,CHRI,
MEG_1717|Metals|Chromium_resistance|Chromium_resistance_protein|CHRR,Metals,Chromium resistance,Chromium resistance protein,CHRR,
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,Metals,Chromium resistance,Chromium resistance protein,NFSA,
MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG,Metals,Chromium resistance,Chromium resistance protein,RECG,
MEG_6562|Metals|Chromium_resistance|Chromium_resistance_protein|SRPCC,Metals,Chromium resistance,Chromium resistance protein,SRPCC,
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,Drugs,MLS,Macrolide phosphotransferases,MPHN,
MEG_11371|Drugs|MLS|Macrolide_esterases|BRB,Drugs,MLS,Macrolide esterases,BRB,
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR,Drugs,MLS,ABC-F ATPase ribosomal protection protein,CPLR,
MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,Drugs,MLS,23S rRNA methyltransferases,ERMF,
MEG_2838|Drugs|MLS|23S_rRNA_methyltransferases|ERMN,Drugs,MLS,23S rRNA methyltransferases,ERMN,
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,Drugs,MLS,MLS resistance ABC efflux pumps,MSRC,
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB,Drugs,MLS,MLS resistance MFS efflux pumps,MEFB,
MEG_3945|Drugs|MLS|Macrolide_glycosyltransferases|MGT,Drugs,MLS,Macrolide glycosyltransferases,MGT,
MEG_3600|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,Drugs,MLS,Lincosamide nucleotidyltransferases,LNUA,
MEG_2839|Drugs|MLS|23S_rRNA_methyltransferases|ERMO,Drugs,MLS,23S rRNA methyltransferases,ERMO,
MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,
MEG_2740|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,
MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,Drugs,MLS,23S rRNA methyltransferases,ERMC,
MEG_7621|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATA,Drugs,MLS,Streptogramin A O-acetyltransferase,VATA,
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,Drugs,MLS,23S rRNA methyltransferases,RLMH,
MEG_7633|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATF,Drugs,MLS,Streptogramin A O-acetyltransferase,VATF,
MEG_4275|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB,Drugs,MLS,MLS resistance ABC efflux pumps,OLEB,
MEG_2859|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,Drugs,MLS,23S rRNA methyltransferases,ERMX,
MEG_7622|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATB,Drugs,MLS,Streptogramin A O-acetyltransferase,VATB,
MEG_2803|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,Drugs,MLS,23S rRNA methyltransferases,ERMT,
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,Drugs,MLS,MLS resistance MFS efflux pumps,MEFA,
MEG_7632|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,Drugs,MLS,Streptogramin A O-acetyltransferase,VATE,
MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,Drugs,MLS,23S rRNA methyltransferases,ERMQ,
MEG_2781|Drugs|MLS|23S_rRNA_methyltransferases|ERM42,Drugs,MLS,23S rRNA methyltransferases,ERM42,
MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,Drugs,MLS,23S rRNA methyltransferases,ERMC,
MEG_4027|Drugs|MLS|Macrolide_phosphotransferases|MPH,Drugs,MLS,Macrolide phosphotransferases,MPH,
MEG_2766|Drugs|MLS|23S_rRNA_methyltransferases|ERM,Drugs,MLS,23S rRNA methyltransferases,ERM,
MEG_4276|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC,Drugs,MLS,MLS resistance ABC efflux pumps,OLEC,
MEG_8081|Drugs|MLS|23S_rRNA_methyltransferases|ERM50,Drugs,MLS,23S rRNA methyltransferases,ERM50,
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,
MEG_2751|Drugs|MLS|Macrolide_esterases|EREA,Drugs,MLS,Macrolide esterases,EREA,
MEG_2817|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,Drugs,MLS,23S rRNA methyltransferases,ERMC,
MEG_7628|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,Drugs,MLS,Streptogramin A O-acetyltransferase,VATE,
MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,Drugs,MLS,23S rRNA methyltransferases,ERMB,
MEG_2776|Drugs|MLS|23S_rRNA_methyltransferases|ERM32,Drugs,MLS,23S rRNA methyltransferases,ERM32,
MEG_7692|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,Drugs,MLS,Streptogramin B ester bond cleavage,VGBA,
MEG_8245|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFF,Drugs,MLS,MLS resistance MFS efflux pumps,MEFF,
MEG_2771|Drugs|MLS|23S_rRNA_methyltransferases|ERM,Drugs,MLS,23S rRNA methyltransferases,ERM,
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,Metals,Sodium resistance,Sodium resistance protein,CHAA,
MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,Metals,Sodium resistance,Sodium resistance protein,NHAA,
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,Metals,Sodium resistance,Sodium resistance protein,NHAB,
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,Metals,Sodium resistance,Sodium resistance protein,NHAB,
MEG_2096|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|CORT,Metals,Cobalt resistance,Cobalt transporting ATPase,CORT,
MEG_4165|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|NHLF,Metals,Cobalt resistance,Cobalt transporting ATPase,NHLF,
MEG_6010|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRC,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRC,
MEG_5937|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5962|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5899|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6007|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6009|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6021|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_5894|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5966|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_3942|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|MFPA,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,MFPA,
MEG_6011|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRC,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRC,
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRD,
MEG_5863|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,Drugs,Fluoroquinolones,Quinolone active efflux,QEPA,
MEG_5961|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5908|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_6014|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRD,
MEG_5989|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5917|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5949|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_8656|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6017|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_11226|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5957|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,
MEG_5880|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_11224|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5862|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,Drugs,Fluoroquinolones,Quinolone active efflux,QEPA,
MEG_11236|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRE,
MEG_5879|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5903|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_8658|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRVC,
MEG_5891|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5954|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5913|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5990|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_5912|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Drugs,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2512|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2574|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,Drugs,Trimethoprim,Dihydrofolate reductase,DFRD,
MEG_8071|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,Drugs,Trimethoprim,Dihydrofolate reductase,DFRE,
MEG_2563|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,
MEG_11305|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_11304|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2561|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2536|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_8063|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2544|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,
MEG_2565|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,
