genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Akkermansia_muciniphila,Akkermansia_muciniphila,1706143,1706439,297,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,1209,1706143,1707351,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1133002,1134102,1101,MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,621,1122480,1123100,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1154762,1155175,414,MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,510,1143760,1144269,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1267383,1268171,789,MEG_7203|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,MEG_7203|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,1956,1256477,1258432,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1392215,1393797,1583,MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,420,1382476,1382895,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1464864,1466399,1536,MEG_4204|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,MEG_4204|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,849,1453962,1454810,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1466555,1467951,1397,MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,660,1454966,1455625,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1478829,1479590,762,MEG_11495|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,MEG_11495|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,498,1466503,1467000,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1480110,1482389,2280,MEG_2478|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNC,MEG_2478|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNC,1275,1467520,1468794,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1516356,1516790,435,MEG_2891|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPC,MEG_2891|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPC,1071,1502761,1503831,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1516804,1517193,390,MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,3153,1503845,1506997,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1521340,1521732,393,MEG_11350|Drugs|MLS|Macrolide_esterases|ESTX,MEG_11350|Drugs|MLS|Macrolide_esterases|ESTX,843,1511144,1511986,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1552245,1552580,336,MEG_1716|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRI,MEG_1716|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRI,495,1542499,1542993,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1553716,1554397,682,MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,975,1544129,1545103,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1616271,1616852,582,MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,1125,1606977,1608101,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1624423,1625796,1374,MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,1179,1615672,1616850,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1787745,1788311,567,MEG_11505|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,MEG_11505|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,492,1778799,1779290,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1823708,1824640,933,MEG_7490|Drugs|Glycopeptides|VanB-type_regulator|VANSB,MEG_7490|Drugs|Glycopeptides|VanB-type_regulator|VANSB,1344,1814687,1816030,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1824719,1826256,1538,MEG_6561|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPC,MEG_6561|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPC,1413,1816109,1817521,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1840577,1841323,747,MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,891,1831842,1832732,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1904213,1904440,228,MEG_2983|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2983|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,417,1895622,1896038,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1920526,1921176,651,MEG_1713|Metals|Chromium_resistance|Chromium_resistance_protein|CHRC,MEG_1713|Metals|Chromium_resistance|Chromium_resistance_protein|CHRC,594,1912124,1912717,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1927225,1930816,3592,MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,MEG_3289|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,435,1918766,1919200,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,1963045,1964450,1406,MEG_5800|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRCM,MEG_5800|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRCM,1647,1951429,1953075,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2021603,2022769,1167,MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,2010228,2010680,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2062383,2064236,1854,MEG_9965|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMH,MEG_9965|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMH,453,2050294,2050746,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2075907,2083354,7448,MEG_7525|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,MEG_7525|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,2139,2062417,2064555,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2084767,2086889,2123,MEG_7262|Drugs|Nucleosides|Tunicamycin_resistance_protein|TMRB,MEG_7262|Drugs|Nucleosides|Tunicamycin_resistance_protein|TMRB,594,2065968,2066561,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2106292,2106564,273,MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,852,2085964,2086815,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2106685,2107509,825,MEG_1224|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPD,MEG_1224|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPD,1194,2086936,2088129,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2107728,2108066,339,MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,1193,2088348,2089540,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2200269,2201459,1191,MEG_1160|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,MEG_1160|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,396,2181743,2182138,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2227359,2229002,1644,MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,426,2208038,2208463,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2232094,2232317,224,MEG_3063|Metals|Iron_resistance|Iron_resistance_regulator|FURA,MEG_3063|Metals|Iron_resistance|Iron_resistance_regulator|FURA,444,2211555,2211998,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2232614,2232857,244,MEG_3924|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,MEG_3924|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,444,2212295,2212738,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2287459,2288427,969,MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,924,2267340,2268263,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2390785,2393486,2702,MEG_154|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_154|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,441,2370621,2371061,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2393902,2394516,615,MEG_2460|Metals|Copper_resistance|Copper_resistance_protein|CUTR,MEG_2460|Metals|Copper_resistance|Copper_resistance_protein|CUTR,357,2371477,2371833,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2394521,2398114,3594,MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,2371838,2372677,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2421615,2422853,1239,MEG_4194|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMJ,MEG_4194|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMJ,498,2396178,2396675,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2456900,2458204,1305,MEG_178|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_178|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,441,2430722,2431162,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2489603,2492716,3114,MEG_3864|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,MEG_3864|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,366,2462561,2462926,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2513402,2513878,477,MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,891,2483612,2484502,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2652715,2653398,684,MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,741,2623339,2624079,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2692084,2692614,531,MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,972,2662765,2663736,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2692741,2693913,1173,MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3114,2663863,2666976,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2693930,2695468,1539,MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,426,2666993,2667418,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2747870,2748893,1024,MEG_2422|Drugs|betalactams|Class_A_betalactamases|CTX,MEG_2422|Drugs|betalactams|Class_A_betalactamases|CTX,876,2719820,2720695,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,2927458,2928168,711,MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,435,2899260,2899694,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3105187,3106679,1493,MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,816,3076713,3077528,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3139592,3139984,393,MEG_4003|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,MEG_4003|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,810,3110441,3111250,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3148417,3149904,1488,MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,639,3119683,3120321,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3152834,3153631,798,MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,930,3123251,3124180,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3173525,3174346,822,MEG_1483|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,MEG_1483|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,2061,3144074,3146134,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3185942,3186707,766,MEG_2906|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FEXB,MEG_2906|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FEXB,1410,3157730,3159139,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3356799,3357113,315,MEG_4206|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,MEG_4206|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,482,3329231,3329712,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3385547,3386209,663,MEG_7848|Metals|Zinc_resistance|Zinc_resistance_regulator|ZIAR,MEG_7848|Metals|Zinc_resistance|Zinc_resistance_regulator|ZIAR,399,3358146,3358544,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3386608,3387765,1158,MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,3358943,3359416,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3387777,3390881,3105,MEG_10806|Drugs|betalactams|Class_A_betalactamases|LEN,MEG_10806|Drugs|betalactams|Class_A_betalactamases|LEN,861,3359428,3360288,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3411425,3411850,426,MEG_7438|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,MEG_7438|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,2695,3380832,3383526,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3458838,3459470,633,MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,1479,3430514,3431992,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3578394,3580592,2199,MEG_7274|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIBP,MEG_7274|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIBP,294,3550916,3551209,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3585610,3590525,4916,MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,3556227,3557066,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3590531,3590962,432,MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,846,3557072,3557917,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3608494,3608928,435,MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG,MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG,472,3575449,3575920,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3609146,3611223,2078,MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH,MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH,1449,3576138,3577586,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3611278,3612207,930,MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,1404,3577641,3579044,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3612212,3612592,381,MEG_3006|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,MEG_3006|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,420,3579049,3579468,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3612632,3613522,891,MEG_3434|Drugs|Rifampin|Monooxygenase|IRI,MEG_3434|Drugs|Rifampin|Monooxygenase|IRI,1440,3579508,3580947,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3613528,3615345,1818,MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,1089,3580953,3582041,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3617327,3619803,2477,MEG_2845|Drugs|MLS|23S_rRNA_methyltransferases|ERMS,MEG_2845|Drugs|MLS|23S_rRNA_methyltransferases|ERMS,960,3584023,3584982,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3620432,3623574,3143,MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,3585611,3586450,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3623585,3624877,1293,MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,786,3586461,3587246,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3624991,3625344,354,MEG_4182|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMD,MEG_4182|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMD,495,3587360,3587854,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3625372,3626757,1386,MEG_2657|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,MEG_2657|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,519,3587882,3588400,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3626947,3629094,2148,MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,2607,3588590,3591196,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3629346,3629777,432,MEG_906|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_906|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,789,3591448,3592236,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3646133,3647632,1500,MEG_11335|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,MEG_11335|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,360,3608592,3608951,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3657019,3657372,354,MEG_5929|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5929|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,681,3618338,3619018,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3657426,3658715,1290,MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,1707,3619072,3620778,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3658728,3659153,426,MEG_8064|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_8064|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,498,3620791,3621288,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3663257,3663595,339,MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1920,3625392,3627311,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3663699,3664031,333,MEG_7059|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,MEG_7059|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,1191,3627415,3628605,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3665657,3666184,528,MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,1644,3630231,3631874,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3666523,3667680,1158,MEG_10895|Drugs|betalactams|Class_A_betalactamases|LEN,MEG_10895|Drugs|betalactams|Class_A_betalactamases|LEN,861,3632213,3633073,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3667705,3670818,3114,MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,678,3633098,3633775,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3671181,3671909,729,MEG_6541|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,MEG_6541|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,612,3634138,3634749,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3672277,3673101,825,MEG_6053|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM,MEG_6053|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM,2076,3635117,3637192,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3673471,3674871,1401,MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD,MEG_3265|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HLYD,1176,3637562,3638737,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3856917,3858107,1191,MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,486,3820783,3821268,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3869470,3869904,435,MEG_501|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP,MEG_501|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP,2484,3832631,3835114,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3870010,3870423,414,MEG_3167|Metals|Gold_resistance|Gold_resistance_regulator|GOLS,MEG_3167|Metals|Gold_resistance|Gold_resistance_regulator|GOLS,465,3835220,3835684,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3897653,3898219,567,MEG_7491|Drugs|Glycopeptides|VanB-type_regulator|VANSB,MEG_7491|Drugs|Glycopeptides|VanB-type_regulator|VANSB,1326,3862914,3864239,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3910594,3911367,774,MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM,MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM,852,3876614,3877465,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3911550,3913399,1850,MEG_11228|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,MEG_11228|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,657,3877648,3878304,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,3913486,3914526,1041,MEG_5775|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PFR,MEG_5775|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PFR,504,3878391,3878894,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,4004408,4005358,951,MEG_7678|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,MEG_7678|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,1569,3968776,3970344,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,4046285,4046911,627,MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,789,4011271,4012059,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,4103638,4104258,621,MEG_11358|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,MEG_11358|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,543,4068786,4069328,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,4106429,4108497,2069,MEG_8451|Drugs|Multi-drug_resistance|MDR_regulator|PARR,MEG_8451|Drugs|Multi-drug_resistance|MDR_regulator|PARR,708,4071499,4072206,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,4109296,4110198,903,MEG_11438|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|SODC,MEG_11438|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|SODC,534,4073005,4073538,+
Escherichia_coli_b2207,E.coli.b2207.final.genome,4120072,4120917,846,MEG_2021|Metals|Copper_resistance|Copper_resistance_protein|COPA,MEG_2021|Metals|Copper_resistance|Copper_resistance_protein|COPA,1926,4083412,4085337,+
