SNP_accession,S021_rd100m_R01_100bp_97ani_V4Full,S022_rd100m_R02_100bp_97ani_V4Full,S023_rd100m_R03_100bp_97ani_V4Full,S024_rd100m_R04_100bp_97ani_V4Full,S025_rd100m_R05_100bp_97ani_V4Full,S026_rd100m_R06_100bp_97ani_V4Full,S027_rd100m_R07_100bp_97ani_V4Full,S028_rd100m_R08_100bp_97ani_V4Full,S029_rd100m_R09_100bp_97ani_V4Full,S030_rd100m_R10_100bp_97ani_V4Full
MEG_8803|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8803|MCR-8803_G_1437_A,0,0,0,0,0,0,0,1,0,7
MEG_8803|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8803|MCR-8803_T_1463_G,4,7,1,1,0,0,0,0,0,0
MEG_8803|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8803|MCR-8803_G_1497_A,0,0,0,0,0,0,3,20,0,0
MEG_8803|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8803|MCR-8803_G_1554_A,0,0,0,0,0,1,0,1,0,5
MEG_8805|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8805|MCR-8805_G_178_C,62,11,8,5,5,0,0,0,0,0
MEG_8805|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8805|MCR-8805_A_379_C,53,17,9,7,6,0,0,0,0,0
MEG_8805|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8805|MCR-8805_C_556_A,74,25,13,8,8,0,0,0,0,0
MEG_8805|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8805|MCR-8805_T_594_A,72,19,13,10,7,0,0,0,0,0
MEG_8805|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8805|MCR-8805_T_719_A,84,24,5,10,13,0,0,0,0,0
MEG_8805|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8805|MCR-8805_G_1429_A,59,14,8,8,8,0,0,0,0,0
MEG_8805|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8805|MCR-8805_C_1590_G,23,4,0,1,0,0,0,0,0,0
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_C_41_A,13,0,4,5,0,0,0,0,0,0
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_249_G,15,0,17,4,8,0,0,0,0,0
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_C_275_A,0,0,0,0,0,18,5,65,13,6
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_283_A,0,0,0,0,0,3,17,0,7,4
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_311_A,0,0,0,0,0,3,19,0,10,3
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_362_G,0,0,0,0,0,2,22,0,13,5
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_A_469_C,0,0,0,0,0,1,20,0,16,7
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_G_534_A,0,0,0,0,0,15,11,113,21,9
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_567_G,0,0,0,0,0,16,14,107,23,9
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_725_C,0,0,0,0,0,1,23,0,14,7
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_801_A,0,0,0,0,0,21,8,100,20,5
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_T_895_C,21,0,17,4,2,0,0,0,0,0
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_G_1085_T,0,0,0,0,0,1,14,0,10,2
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_C_1111_T,0,0,0,0,0,0,12,0,6,1
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_A_1135_T,0,0,0,0,0,29,15,120,18,6
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_A_1269_C,19,0,15,2,2,0,0,0,0,0
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_A_1286_G,0,0,0,0,0,13,5,80,18,4
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_C_1348_A,0,0,0,0,0,10,6,60,8,5
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_C_1462_T,14,0,9,1,1,0,0,0,0,0
MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8806|MCR-8806_G_1497_T,0,0,0,0,0,10,4,62,11,1
MEG_8807|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8807|MCR-8807_G_178_C,2,2,0,0,2,0,0,0,0,0
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_C_65_A,0,0,0,0,0,1,26,2,0,5
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_G_162_C,0,0,0,0,0,0,30,5,0,9
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_T_311_C,0,0,0,0,0,2,40,5,0,5
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_A_316_G,22,13,7,6,5,0,0,0,0,0
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_T_590_G,0,0,0,0,0,1,48,7,0,12
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_A_761_C,0,0,0,0,0,1,58,14,0,5
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_A_1070_C,0,0,0,0,0,1,47,8,0,12
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_C_1355_G,0,0,0,0,0,0,33,9,0,11
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_C_1436_T,0,0,0,0,0,0,31,9,0,6
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_A_1498_T,0,0,0,0,0,0,24,4,0,6
MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR|MEG_8808|MCR-8808_C_1511_T,0,0,0,0,0,0,23,4,0,6
MEG_8815|Drugs|betalactams|Class_C_betalactamases|MOX|MEG_8815|MOX-8815_C_502_T,3,2,0,0,0,0,0,0,0,0
MEG_8815|Drugs|betalactams|Class_C_betalactamases|MOX|MEG_8815|MOX-8815_A_579_T,4,3,0,0,0,0,0,0,0,0
MEG_8815|Drugs|betalactams|Class_C_betalactamases|MOX|MEG_8815|MOX-8815_T_590_C,3,3,0,0,0,0,0,0,0,0
MEG_8815|Drugs|betalactams|Class_C_betalactamases|MOX|MEG_8815|MOX-8815_C_814_T,3,1,0,1,0,0,0,0,0,0
MEG_8857|Drugs|betalactams|Class_A_betalactamases|CTX|MEG_8857|CTX-8857_T_347_A,0,0,0,0,0,0,0,2,1,1
MEG_8857|Drugs|betalactams|Class_A_betalactamases|CTX|MEG_8857|CTX-8857_C_383_A,0,0,0,0,0,0,1,3,3,1
MEG_8881|Drugs|betalactams|Class_A_betalactamases|TEM|MEG_8881|TEM-8881_G_111_C,0,0,0,0,0,6,3,1,4,0
MEG_8881|Drugs|betalactams|Class_A_betalactamases|TEM|MEG_8881|TEM-8881_T_594_A,0,0,0,0,0,3,1,0,1,0
MEG_8884|Drugs|betalactams|Class_A_betalactamases|TEM|MEG_8884|TEM-8884_G_111_C,0,0,0,0,0,8,7,2,5,0
MEG_8884|Drugs|betalactams|Class_A_betalactamases|TEM|MEG_8884|TEM-8884_T_270_C,0,0,0,0,0,2,6,0,1,0
MEG_8884|Drugs|betalactams|Class_A_betalactamases|TEM|MEG_8884|TEM-8884_G_553_T,0,0,0,0,0,5,1,0,3,0
MEG_8884|Drugs|betalactams|Class_A_betalactamases|TEM|MEG_8884|TEM-8884_T_594_A,0,0,0,0,0,3,2,0,2,0
MEG_8920|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8920|CMH-8920_A_770_G,0,0,0,0,0,1,0,3,0,1
MEG_8927|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8927|CMH-8927_G_573_C,0,0,0,0,0,0,0,2,1,1
MEG_8932|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8932|CMH-8932_G_573_C,0,0,0,0,0,0,0,4,0,0
MEG_8932|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8932|CMH-8932_G_606_A,0,0,0,0,0,0,0,4,0,0
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_T_68_C,0,0,0,0,0,0,0,20,6,9
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_T_377_C,0,0,0,0,0,1,0,32,10,11
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_G_456_C,0,0,0,0,0,0,0,34,17,5
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_G_573_C,0,0,0,0,0,2,0,19,5,7
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_G_606_A,0,0,0,0,0,2,0,26,5,7
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_A_770_G,0,0,0,0,0,1,0,28,9,2
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_T_856_G,0,0,0,0,0,0,0,28,15,7
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_A_928_G,0,0,0,0,0,1,0,35,16,4
MEG_8940|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8940|CMH-8940_T_1037_C,0,0,0,0,0,2,0,29,17,11
MEG_8946|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8946|CMH-8946_T_68_C,0,0,0,0,0,0,0,3,1,0
MEG_8947|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8947|CMH-8947_T_68_C,0,0,0,0,0,0,0,5,0,1
MEG_8947|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8947|CMH-8947_G_573_C,0,0,0,0,0,0,0,3,0,1
MEG_8947|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8947|CMH-8947_G_606_A,0,0,0,0,0,0,0,5,2,1
MEG_8947|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8947|CMH-8947_A_770_G,0,0,0,0,0,0,0,10,2,0
MEG_8947|Drugs|betalactams|Class_C_betalactamases|CMH|MEG_8947|CMH-8947_T_856_G,0,0,0,0,0,0,0,6,1,0
MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR|MEG_9002|MIR-9002_T_70_A,0,0,5,3,0,0,0,0,0,0
MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR|MEG_9002|MIR-9002_C_350_A,0,0,5,6,0,0,0,0,0,0
MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR|MEG_9002|MIR-9002_A_617_T,0,0,1,3,1,0,0,0,0,0
MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR|MEG_9002|MIR-9002_A_769_C,0,0,6,7,1,0,0,0,0,0
MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR|MEG_9002|MIR-9002_T_871_A,0,0,5,3,2,0,0,0,0,0
MEG_9041|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9041|PDC-9041_C_62_T,3,2,0,0,0,0,0,0,0,0
MEG_9041|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9041|PDC-9041_G_105_A,3,2,0,0,0,0,0,0,0,0
MEG_9049|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9049|PDC-9049_G_1064_T,1,2,0,1,0,0,0,0,0,0
MEG_9079|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9079|PDC-9079_T_365_C,0,0,0,0,0,0,2,4,1,0
MEG_9079|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9079|PDC-9079_T_395_C,0,0,0,0,0,0,1,3,1,0
MEG_9079|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9079|PDC-9079_C_411_T,0,0,0,0,0,0,1,3,1,0
MEG_9101|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9101|PDC-9101_C_811_G,0,0,0,0,0,0,1,3,0,0
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_G_23_C,0,0,0,0,0,0,1,6,5,0
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_T_365_C,0,0,0,0,0,0,3,9,7,3
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_T_395_C,0,0,0,0,0,0,1,8,5,1
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_C_411_T,0,0,0,0,0,0,2,4,3,0
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_G_432_C,0,0,0,0,0,0,3,6,4,0
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_A_446_C,0,0,0,0,0,0,3,9,5,0
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_A_479_G,0,0,0,0,0,0,7,15,11,2
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_C_564_A,0,0,0,0,0,1,6,20,14,3
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_G_763_T,0,0,0,0,0,1,1,11,7,0
MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9153|PDC-9153_C_811_G,0,0,0,0,0,0,0,2,4,0
MEG_9155|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9155|PDC-9155_G_105_A,1,3,0,0,0,0,0,0,0,0
MEG_9158|Drugs|betalactams|Class_C_betalactamases|PDC|MEG_9158|PDC-9158_C_512_A,0,2,1,1,0,0,0,0,0,0
MEG_9194|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA|MEG_9194|ACRA-9194_C_113_G,13,0,3,1,6,0,0,0,0,0
MEG_9194|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA|MEG_9194|ACRA-9194_C_161_A,15,0,5,1,4,0,0,0,0,0
MEG_9194|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA|MEG_9194|ACRA-9194_G_254_C,12,0,7,1,6,0,0,0,0,0
MEG_9194|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA|MEG_9194|ACRA-9194_G_514_A,13,0,5,2,3,0,0,0,0,0
MEG_9194|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA|MEG_9194|ACRA-9194_G_561_C,8,0,3,4,2,0,0,0,0,0
MEG_9194|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA|MEG_9194|ACRA-9194_G_881_T,8,0,6,0,5,0,0,0,0,0
MEG_9194|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA|MEG_9194|ACRA-9194_G_922_T,11,0,4,0,6,0,0,0,0,0
MEG_9229|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9229|ADC-9229_A_14_T,0,0,0,0,0,0,0,29,2,0
MEG_9229|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9229|ADC-9229_T_171_G,0,0,0,0,0,0,0,29,5,0
MEG_9229|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9229|ADC-9229_G_559_A,0,0,0,0,0,0,0,47,3,0
MEG_9229|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9229|ADC-9229_A_682_C,0,0,0,0,0,0,0,41,3,0
MEG_9229|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9229|ADC-9229_C_853_T,0,0,0,0,0,0,0,25,2,0
MEG_9239|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9239|ADC-9239_T_187_C,0,2,2,0,0,0,0,0,0,0
MEG_9244|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9244|ADC-9244_T_171_G,0,0,0,0,0,0,0,15,1,0
MEG_9244|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9244|ADC-9244_C_853_T,0,0,0,0,0,0,0,8,1,0
MEG_9245|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9245|ADC-9245_T_555_A,2,1,2,0,0,0,0,0,0,0
MEG_9247|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9247|ADC-9247_A_682_C,0,0,0,0,0,0,0,7,0,0
MEG_9247|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9247|ADC-9247_C_853_T,0,0,0,0,0,0,0,5,0,0
MEG_9249|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9249|ADC-9249_C_853_T,0,0,0,0,0,0,0,5,0,0
MEG_9252|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9252|ADC-9252_T_171_G,0,0,0,0,0,0,0,16,2,0
MEG_9252|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9252|ADC-9252_G_559_A,0,0,0,0,0,0,0,25,3,0
MEG_9252|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9252|ADC-9252_A_682_C,0,0,0,0,0,0,0,13,4,0
MEG_9252|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9252|ADC-9252_C_853_T,0,0,0,0,0,0,0,17,2,0
MEG_9258|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9258|ADC-9258_A_732_C,0,0,0,0,0,0,0,1,0,3
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_A_90_T,0,0,0,0,0,0,4,0,2,2
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_A_316_T,0,0,0,0,0,0,10,0,6,4
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_A_365_C,0,0,0,0,0,0,11,0,6,4
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_A_535_T,0,0,0,0,0,0,3,0,1,2
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_A_732_T,0,0,0,0,0,0,11,0,2,0
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_T_828_C,0,0,0,0,0,0,8,0,4,4
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_C_908_G,0,0,0,0,0,0,5,0,1,5
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_T_930_G,0,0,0,0,0,0,5,0,1,6
MEG_9274|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9274|ADC-9274_A_1080_T,0,0,0,0,0,0,1,0,3,3
MEG_9275|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9275|ADC-9275_T_171_G,0,0,0,0,0,0,0,3,1,0
MEG_9282|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9282|ADC-9282_A_532_C,0,0,0,0,0,1,1,0,3,4
MEG_9282|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9282|ADC-9282_A_732_C,0,0,0,0,0,0,0,2,2,3
MEG_9282|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9282|ADC-9282_A_1058_C,0,0,0,0,0,0,1,0,0,3
MEG_9286|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9286|ADC-9286_A_532_C,0,0,0,0,0,1,2,0,2,1
MEG_9286|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9286|ADC-9286_A_732_C,0,0,0,0,0,0,0,3,2,3
MEG_9286|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9286|ADC-9286_A_1058_C,0,0,0,0,0,0,1,1,5,3
MEG_9290|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9290|ADC-9290_T_555_A,3,3,1,0,0,0,0,0,0,0
MEG_9290|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9290|ADC-9290_A_1080_T,0,0,0,0,0,0,1,0,2,3
MEG_9292|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9292|ADC-9292_T_827_C,4,0,0,0,0,0,0,0,0,0
MEG_9292|Drugs|betalactams|Class_C_betalactamases|ADC|MEG_9292|ADC-9292_G_880_A,4,0,0,0,0,0,0,0,0,0
MEG_9353|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9353|OXA-9353_A_323_T,0,0,2,2,0,0,0,0,0,0
MEG_9353|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9353|OXA-9353_T_503_C,2,0,1,0,3,0,0,0,0,0
MEG_9353|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9353|OXA-9353_C_616_T,3,0,1,2,0,0,0,0,0,0
MEG_9469|Drugs|betalactams|Class_A_betalactamases|KPC|MEG_9469|KPC-9469_T_33_C,0,0,0,0,0,0,1,2,1,1
MEG_9469|Drugs|betalactams|Class_A_betalactamases|KPC|MEG_9469|KPC-9469_G_85_A,0,0,0,0,0,0,1,6,2,2
MEG_9469|Drugs|betalactams|Class_A_betalactamases|KPC|MEG_9469|KPC-9469_T_382_C,0,0,0,0,0,0,1,6,1,2
MEG_9469|Drugs|betalactams|Class_A_betalactamases|KPC|MEG_9469|KPC-9469_G_795_C,0,0,0,0,0,0,2,3,0,0
MEG_9571|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9571|OXA-9571_T_90_A,0,0,0,0,0,5,6,24,0,10
MEG_9586|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9586|OXA-9586_G_432_A,0,0,0,0,0,0,0,4,1,0
MEG_9588|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9588|OXA-9588_T_61_C,0,0,0,0,0,0,1,3,0,0
MEG_9591|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9591|OXA-9591_A_644_T,0,0,0,0,0,0,0,5,1,2
MEG_9591|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9591|OXA-9591_T_657_G,0,0,0,0,0,0,0,5,1,2
MEG_9662|Drugs|betalactams|Class_A_betalactamases|OXY|MEG_9662|OXY-9662_G_156_T,1,2,5,1,3,0,0,0,0,0
MEG_9663|Drugs|betalactams|Class_A_betalactamases|OXY|MEG_9663|OXY-9663_G_156_T,0,1,4,0,0,0,0,0,0,0
MEG_9692|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|MEG_9692|FOLP-9692_G_120_A,1,0,0,0,0,0,1,1,0,2
MEG_9692|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|MEG_9692|FOLP-9692_T_153_G,1,1,0,0,0,1,1,2,0,2
MEG_9723|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9723|OXA-9723_T_293_C,0,0,0,0,0,0,7,15,1,2
MEG_9723|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9723|OXA-9723_G_514_T,0,0,0,0,0,2,3,27,5,3
MEG_9723|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9723|OXA-9723_G_594_C,0,0,0,0,0,3,11,22,2,5
MEG_9723|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9723|OXA-9723_G_636_A,0,0,0,0,0,2,10,17,2,5
MEG_9724|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9724|OXA-9724_T_293_C,0,0,0,0,0,0,2,7,0,2
MEG_9724|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9724|OXA-9724_G_636_A,0,0,0,0,0,0,0,2,0,2
MEG_9746|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9746|OXA-9746_C_206_A,0,0,0,0,0,0,0,4,0,0
MEG_9799|Drugs|betalactams|Class_B_betalactamases|CFIA|MEG_9799|CFIA-9799_C_31_T,2,0,2,1,1,0,0,0,0,0
MEG_9799|Drugs|betalactams|Class_B_betalactamases|CFIA|MEG_9799|CFIA-9799_A_69_G,2,0,2,1,2,0,0,0,0,0
MEG_9799|Drugs|betalactams|Class_B_betalactamases|CFIA|MEG_9799|CFIA-9799_T_652_C,4,0,0,0,0,0,0,0,0,0
MEG_9799|Drugs|betalactams|Class_B_betalactamases|CFIA|MEG_9799|CFIA-9799_G_671_C,4,0,0,0,0,0,0,0,0,0
MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9902|OXA-9902_C_212_A,4,1,0,1,4,0,0,0,0,0
MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9902|OXA-9902_G_372_A,4,0,0,1,9,0,0,0,0,0
MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9902|OXA-9902_T_535_C,4,0,0,3,1,0,0,0,0,0
MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9902|OXA-9902_G_576_C,5,1,0,2,1,0,0,0,0,0
MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9902|OXA-9902_G_664_T,4,0,0,2,3,0,0,0,0,0
MEG_9922|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9922|OXA-9922_T_107_C,0,0,0,0,0,0,0,4,0,0
MEG_9940|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9940|OXA-9940_T_107_C,0,0,0,0,0,0,3,6,1,0
MEG_9940|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9940|OXA-9940_T_152_C,0,0,0,0,0,0,1,3,0,0
MEG_9942|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9942|OXA-9942_T_107_C,0,0,0,0,0,0,1,9,3,0
MEG_9942|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9942|OXA-9942_T_152_C,0,0,0,0,0,0,0,6,0,0
MEG_9946|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9946|OXA-9946_G_105_T,0,0,0,0,0,0,1,4,0,0
MEG_9946|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_9946|OXA-9946_T_107_C,0,0,0,0,0,0,1,4,0,0
