SNP_accession,S011_rd050m_R01_100bp_97ani_V4Full,S012_rd050m_R02_100bp_97ani_V4Full,S013_rd050m_R03_100bp_97ani_V4Full,S014_rd050m_R04_100bp_97ani_V4Full,S015_rd050m_R05_100bp_97ani_V4Full,S016_rd050m_R06_100bp_97ani_V4Full,S017_rd050m_R07_100bp_97ani_V4Full,S018_rd050m_R08_100bp_97ani_V4Full,S019_rd050m_R09_100bp_97ani_V4Full,S020_rd050m_R10_100bp_97ani_V4Full
MEG_9994|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|MEG_9994|GYRA-9994_T_2010_C,0,8,6,7,8,0,0,0,0,0
MEG_9994|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|MEG_9994|GYRA-9994_A_2336_C,0,5,3,6,3,0,0,0,0,0
MEG_10000|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_10000|OXA-10000_T_101_G,35,0,0,1,3,0,0,0,0,0
MEG_10001|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_10001|OXA-10001_T_101_G,50,1,4,0,5,0,0,0,0,0
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_T_552_C,0,0,0,0,0,12,12,5,0,4
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_T_1058_G,0,0,0,0,0,25,22,3,0,2
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_T_1380_C,0,0,0,0,0,9,23,5,1,2
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_T_1655_C,0,0,0,0,0,17,19,4,0,4
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_A_2216_T,5,0,37,0,3,0,0,0,0,0
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_G_2377_T,0,0,0,0,0,19,23,8,0,4
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_A_3035_G,0,0,0,0,0,21,20,4,1,2
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|MEG_10008|RPOB-10008_A_3768_T,0,0,0,0,0,9,7,3,0,1
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_G_59_C,0,0,4,0,0,0,0,0,0,0
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_G_204_C,0,0,0,0,0,9,41,3,8,3
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_C_226_T,0,2,7,0,9,0,0,0,0,0
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_G_262_A,0,0,0,0,0,9,45,5,9,1
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_T_414_A,0,0,0,0,0,5,48,4,12,2
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_G_427_T,0,0,14,0,1,0,0,0,0,0
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_C_450_T,0,0,16,0,2,0,0,0,0,0
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_C_492_G,0,0,0,0,0,6,47,4,7,7
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_T_621_A,0,0,0,0,0,10,40,4,10,4
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_G_687_A,0,0,0,0,0,10,34,13,13,7
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_C_763_G,0,3,9,0,5,0,0,0,0,0
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_C_778_G,0,1,8,0,7,0,0,0,0,0
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_A_878_T,0,0,0,0,0,5,39,5,11,7
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_G_943_A,0,0,0,0,0,8,36,4,6,4
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_A_959_T,0,0,0,0,0,9,36,2,5,5
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_T_1217_C,0,2,6,0,5,0,0,0,0,0
MEG_10013|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES|MEG_10013|BAES-10013_G_1383_T,0,0,3,0,2,0,0,0,0,0
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_C_400_A,0,0,0,0,0,12,0,5,0,1
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_T_461_G,0,0,0,0,0,8,0,8,0,1
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_A_574_T,0,0,0,0,0,11,0,7,0,4
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_G_754_T,0,0,0,0,0,10,0,7,0,1
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_T_1010_G,0,0,0,0,0,10,0,4,1,2
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_A_1167_T,0,0,0,0,0,13,0,14,0,0
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_T_1298_G,0,0,0,0,0,8,0,4,0,2
MEG_10047|Drugs|Lipopeptides|Polymyxin_resistant_glycyltransferase|ALME|MEG_10047|ALME-10047_A_1468_G,0,0,0,0,0,6,0,8,0,0
MEG_10048|Drugs|Lipopeptides|Polymyxin_resistant_aminoacyl_carrier_protein|ALMF|MEG_10048|ALMF-10048_T_99_A,0,0,0,0,0,2,0,0,2,1
MEG_10048|Drugs|Lipopeptides|Polymyxin_resistant_aminoacyl_carrier_protein|ALMF|MEG_10048|ALMF-10048_T_100_C,0,1,3,0,0,0,0,0,0,0
MEG_10048|Drugs|Lipopeptides|Polymyxin_resistant_aminoacyl_carrier_protein|ALMF|MEG_10048|ALMF-10048_C_138_G,0,0,0,0,0,1,0,0,2,1
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_T_37_C,1,1,4,0,4,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_A_365_G,1,2,8,0,8,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_A_538_C,3,2,10,0,10,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_C_1020_G,1,0,11,0,9,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_G_1166_T,4,1,7,0,8,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_A_1200_G,0,0,0,0,0,7,26,2,15,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_A_1207_G,5,0,6,0,7,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_T_1358_A,1,0,8,0,7,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_A_1486_T,1,1,4,0,10,0,0,0,0,0
MEG_10070|Drugs|MLS|ABC-F_ATPase_ribosomal_protection_protein|CPLR|MEG_10070|CPLR-10070_T_1523_A,1,1,4,0,6,0,0,0,0,0
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_261_C,7,9,6,6,11,16,40,7,7,8
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_G_264_A,8,9,5,7,11,16,39,7,10,8
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_C_343_T,5,1,6,3,4,7,13,0,8,0
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_A_393_G,3,4,1,1,7,3,9,4,7,4
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_G_396_A,3,3,1,1,6,5,9,4,6,4
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_C_414_T,1,3,3,2,5,4,11,4,3,5
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_A_425_G,2,3,3,2,5,4,13,6,5,4
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_955_C,13,9,16,28,3,14,1,5,4,4
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_G_1374_T,13,13,12,16,19,21,51,27,14,31
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_1467_C,11,2,12,5,10,12,45,10,16,1
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_C_1719_T,10,2,13,7,9,9,54,7,26,1
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_C_1827_T,5,8,5,0,10,1,14,20,1,14
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_1950_C,11,0,5,5,12,10,47,6,14,1
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_1990_C,6,0,6,4,13,7,49,5,21,1
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_1995_C,5,0,8,4,12,8,49,5,21,1
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_G_2127_T,13,2,12,7,6,12,41,2,13,2
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_G_2133_C,12,1,13,7,6,13,41,1,15,2
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_A_2304_G,6,9,5,3,7,12,34,22,10,12
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_A_2340_G,4,1,3,1,4,6,24,7,8,4
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_2373_C,6,2,3,2,4,4,22,4,13,4
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_C_2379_T,141,20,55,17,12,27,37,9,6,23
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_2382_C,6,2,2,2,4,4,22,4,14,3
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_A_2475_C,4,0,1,2,5,4,26,5,11,2
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_T_2517_C,1,0,1,1,3,2,15,3,6,1
MEG_10072|Drugs|Fosfomycin|Fosfomycin_transporter_regulator_mutation|CYAA|MEG_10072|CYAA-10072_A_2535_G,2,5,0,1,2,1,14,7,4,2
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_A_15_G,0,0,5,1,0,0,0,0,0,0
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_T_21_A,0,0,0,0,0,3,0,1,0,1
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_T_38_C,0,0,0,0,0,3,0,1,0,1
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_T_119_A,0,0,7,1,3,0,0,0,0,0
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_T_272_G,0,0,7,0,2,0,0,0,0,0
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_T_306_A,0,0,0,0,0,4,0,0,0,3
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_T_400_A,0,0,1,0,4,0,0,0,0,0
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_T_439_A,0,0,0,0,0,5,2,0,0,0
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_A_484_G,0,0,4,0,4,0,0,0,0,0
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_A_561_G,0,0,7,0,0,0,0,0,0,0
MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA|MEG_10077|DRMA-10077_A_587_G,0,0,6,0,0,0,0,0,0,0
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_C_253_T,24,24,1,19,1,7,3,49,12,2
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_G_258_A,24,25,1,19,1,6,3,47,14,2
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_C_316_G,27,27,1,11,5,4,2,42,15,3
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_A_747_C,30,34,3,13,9,7,6,60,14,8
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_G_756_A,31,33,3,13,9,5,6,60,12,8
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_A_801_G,35,38,6,16,10,6,5,65,9,5
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_A_879_G,26,37,9,21,4,7,3,62,16,5
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_C_1036_T,30,39,4,17,6,3,4,55,19,9
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_C_1107_T,30,29,5,15,12,6,7,38,12,7
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_A_1380_G,7,9,0,3,2,2,1,18,7,3
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_C_1404_T,6,4,0,3,1,1,1,7,5,1
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_T_1422_C,5,6,2,5,0,0,2,8,5,1
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_T_1434_A,9,6,2,6,0,2,1,9,5,0
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_C_1443_T,7,6,2,6,1,2,1,13,6,0
MEG_10082|Drugs|Lipopeptides|Daptomycin_resistant_glycerolphosphodiesterase|GDPD|MEG_10082|GDPD-10082_C_1728_T,5,9,1,15,1,6,3,19,10,1
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_C_44_A,0,1,0,8,1,0,0,0,0,0
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_A_531_T,0,2,0,25,2,0,0,0,0,0
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_C_610_G,0,4,0,18,2,0,0,0,0,0
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_T_656_G,0,3,0,22,1,0,0,0,0,0
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_C_774_A,0,2,0,16,0,0,0,0,0,0
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_C_842_A,0,2,0,24,0,0,0,0,0,0
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_G_1198_A,0,6,0,18,1,0,0,0,0,0
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR|MEG_10088|HELR-10088_T_1339_G,0,0,0,0,0,5,43,2,6,6
MEG_10098|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXD|MEG_10098|LPXD-10098_T_466_C,0,0,0,0,0,2,8,4,0,3
MEG_10098|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXD|MEG_10098|LPXD-10098_T_583_C,0,0,0,0,0,15,4,4,0,3
MEG_10098|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXD|MEG_10098|LPXD-10098_A_974_G,0,0,0,0,0,5,2,4,0,0
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_C_57_T,3,4,4,3,4,2,13,6,7,2
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_G_96_T,3,6,6,3,5,2,16,10,9,4
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_A_99_C,3,6,6,3,5,2,17,10,9,4
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_C_204_T,5,2,2,2,5,2,12,4,3,7
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_G_216_A,4,2,2,2,4,2,13,2,4,6
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_G_225_A,5,2,2,2,4,2,11,2,4,4
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_T_278_C,4,5,0,2,2,1,7,4,2,4
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_C_312_T,4,6,0,2,1,2,12,4,1,3
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_G_381_A,3,0,1,0,3,2,12,1,2,1
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_T_468_G,7,4,4,8,9,4,21,7,7,4
MEG_10109|Drugs|Nitrofuran|Nitrofurazone-resistant_mutation|NFSB|MEG_10109|NFSB-10109_T_618_A,2,3,3,1,1,5,8,4,4,4
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_C_27_G,0,0,0,0,0,2,9,3,0,3
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_C_84_T,5,4,1,0,0,0,0,0,0,0
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_G_340_A,5,4,5,0,0,0,0,0,0,0
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_G_355_T,6,3,4,0,0,0,0,0,0,0
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_T_493_G,0,0,0,0,0,17,25,2,0,6
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_C_523_A,0,0,0,0,0,19,22,2,0,5
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_C_709_G,0,0,0,0,0,11,42,7,1,13
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_G_1194_C,3,5,6,0,0,0,0,0,0,0
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_G_1199_C,3,5,6,0,0,0,0,0,0,0
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_T_1207_C,4,4,5,0,0,0,0,0,0,0
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_G_1270_A,4,3,5,0,0,0,0,0,0,0
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX|MEG_10128|ROX-10128_G_1285_T,5,3,5,0,0,0,0,0,0,0
MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT|MEG_10141|THFT-10141_A_318_C,1,6,2,3,2,0,0,0,0,0
MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT|MEG_10141|THFT-10141_A_333_T,0,0,0,0,0,1,0,0,0,4
MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT|MEG_10141|THFT-10141_C_352_T,0,7,2,2,2,0,0,0,0,0
MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT|MEG_10141|THFT-10141_T_386_A,1,7,3,1,2,0,0,0,0,0
MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT|MEG_10141|THFT-10141_T_500_A,0,0,0,0,0,0,0,2,0,3
MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT|MEG_10141|THFT-10141_T_545_A,0,4,1,2,1,0,0,0,0,0
MEG_10144|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPA|MEG_10144|UHPA-10144_G_192_A,0,0,0,1,3,1,0,1,0,2
MEG_10144|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPA|MEG_10144|UHPA-10144_A_414_G,1,0,0,0,0,0,0,3,0,2
MEG_10144|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPA|MEG_10144|UHPA-10144_G_561_A,1,0,0,0,3,1,4,3,1,2
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_C_29_G,0,0,0,0,0,0,3,1,0,2
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_G_69_T,0,0,0,0,0,0,5,2,0,2
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_C_220_T,0,0,0,0,0,1,3,0,2,2
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_G_262_T,0,0,0,0,0,5,4,0,2,2
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_T_294_C,0,0,0,0,0,4,2,0,0,3
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_A_330_T,0,0,0,0,0,4,1,0,0,5
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_A_447_G,0,0,0,0,0,3,2,0,1,5
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF|MEG_10150|VRAF-10150_A_530_T,0,0,0,0,0,2,3,0,1,7
MEG_10153|Drugs|Lipopeptides|Daptomycin_resistant_mutant_YvlB|YVLB|MEG_10153|YVLB-10153_A_187_G,23,19,3,7,6,5,3,24,10,3
MEG_10153|Drugs|Lipopeptides|Daptomycin_resistant_mutant_YvlB|YVLB|MEG_10153|YVLB-10153_T_315_C,12,26,2,6,2,3,1,43,16,4
MEG_10153|Drugs|Lipopeptides|Daptomycin_resistant_mutant_YvlB|YVLB|MEG_10153|YVLB-10153_T_598_A,20,21,2,10,5,12,2,36,8,5
MEG_10153|Drugs|Lipopeptides|Daptomycin_resistant_mutant_YvlB|YVLB|MEG_10153|YVLB-10153_C_639_T,14,23,1,6,3,10,2,30,3,4
MEG_10153|Drugs|Lipopeptides|Daptomycin_resistant_mutant_YvlB|YVLB|MEG_10153|YVLB-10153_T_678_C,14,21,1,7,6,3,2,29,2,1
MEG_10153|Drugs|Lipopeptides|Daptomycin_resistant_mutant_YvlB|YVLB|MEG_10153|YVLB-10153_T_681_C,15,20,1,5,6,4,2,28,3,1
